order_id,order_purchase_timestamp,order_value,n_items,customer_state,payment_installments,dominant_category,high_value
bb27f9e70d5cdc66d0c616aee3dbb387,2017-12-08,499.4,2,SP,1,computers_accessories,1
56a4ac10a4a8f2ba7693523bb439eede,2018-07-22,32.7,1,SP,1,electronics,0
72144791fc7fd8048eafc90d7f82ba54,2017-08-05,27.98,1,RJ,2,computers_accessories,0
eb270c4cbf3671961f3883e8b888571b,2017-12-06,106.97,1,RJ,1,electronics,0
a57a5bbb57b15b49050bc6a58a2f240e,2018-01-17,48.989999999999995,1,MG,1,computers_accessories,0
813f8916cd12b887b0fa271f3263a4d3,2017-04-13,42.42,1,SP,1,computers_accessories,0
f833a0260cb98fa615a517d4e4a8cdf3,2017-05-03,110.98,1,MG,8,computers_accessories,0
9d48a2dfef2e0cb6155f816b9bf8489c,2018-05-25,20.04,1,SP,1,electronics,0
5b96fa278c2b3c1e29c190ef1b651d08,2017-02-13,36.519999999999996,1,MG,1,computers_accessories,0
ac85808794ef111b4689bbdb5ea7f2c9,2017-11-11,36.69,1,MG,1,electronics,0
48a928c553c276852b35ce90fedfeee2,2018-02-03,42.69,1,MS,1,electronics,0
626e4ba4ac663dadb68a6fe4b0d7b8d4,2018-02-09,132.09,1,RS,3,computers_accessories,0
c4cffa375b754170e9823a1fe9ac75bb,2018-07-29,96.62,1,SP,1,computers_accessories,0
3ad68235680db3c8a491e0362402fd96,2018-01-25,22.38,1,SP,1,electronics,0
390d4039e108e33c6a93031f5f3f9e0d,2017-11-20,455.29,1,MG,2,computers_accessories,1
4efb9f3d8ba57d35f9f884744e757265,2017-07-24,64.09,1,MG,1,computers_accessories,0
bb90b02637daa6d6ea968529eed50699,2018-01-23,307.68,1,SP,1,computers_accessories,1
a98012aa8c697f2bcff9f8c2183e0f2b,2018-05-13,158.97,5,MG,3,computers_accessories,0
302e27012670f8e2db4418e6c619f54c,2018-02-16,96.9,1,MG,3,computers_accessories,0
d92d62eadcca8fd6509c4d0afad5b2c2,2018-08-07,98.69,1,SP,1,computers_accessories,0
2d8f8f85abccae68275f423d878f2b7e,2018-02-27,78.09,1,MG,1,computers_accessories,0
1a7ee01992a69255a005e9db8a96d898,2017-05-31,278.06,1,PR,10,electronics,1
b6a50dc1cfeb4ad7219d3577ab9a2454,2017-08-31,70.6,1,BA,1,electronics,0
6ccac061be472c84db514aca9acd26e0,2017-12-11,21.43,1,SP,2,electronics,0
cf771efcb04c578f9d3619f2632d8333,2018-02-12,87.55000000000001,1,SP,1,computers_accessories,0
4380bb6c7d8375926bbea2c8b514dc8c,2018-01-29,36.0,1,RJ,1,electronics,0
e9280658289b5c5215dcc3b7183c0541,2017-10-24,35.69,1,RJ,1,electronics,0
d3ca7b82c922817b06e5ca21165c5ea2,2017-11-16,108.51,1,SP,2,computers_accessories,0
4190ab61a7fced69f3ee84d1da1120cc,2017-12-08,211.26,1,BA,1,computers_accessories,1
64ea4c51ad1203229ba011693f35da54,2018-01-29,104.86999999999999,1,ES,3,computers_accessories,0
47cdb12caf2067098633bc9a0d3679f7,2018-06-24,144.99,1,MG,2,computers_accessories,0
18905a8655f8255bf50d2eeadce2641e,2018-01-25,30.53,1,PE,1,electronics,0
af500adf58ab55b8bdd27be8cf81aeba,2018-05-21,95.34,1,RJ,1,computers_accessories,0
df82ea7ca7f0f799161e0fd92c3ab96a,2018-05-14,355.38,2,RJ,2,computers_accessories,1
90855e99e15fa22aff68cdb4323b27c9,2018-07-18,115.78999999999999,1,RJ,2,computers_accessories,0
75d1b089800a77f3c4b653e297632423,2018-08-14,41.26,1,RJ,2,computers_accessories,0
7ab9c55c59eaeea579d047e2d8aaed81,2017-01-22,22.46,1,SP,1,electronics,0
cc06813c8d9909633f390ed9b5df999f,2018-04-14,173.59,1,RJ,1,computers_accessories,0
a027919471097ed720c04340e1495e1c,2017-11-24,315.84,1,RS,6,computers_accessories,1
7297f6bfea2a33ef176cff30f467aa41,2018-04-16,38.129999999999995,1,RS,1,electronics,0
0917636d789ce3b3eac37895935af5c2,2017-11-24,85.14,1,ES,1,tablets_printing_image,0
9dc9f2ae74e006656a3312dd31e76b5f,2018-02-18,100.03999999999999,1,MG,5,computers_accessories,0
0b50bea7ba1e8ba7a21b01b7c9d1350b,2017-10-25,74.28,1,RN,2,computers_accessories,0
045c9852284420b9c02d156436e1481c,2018-05-16,55.129999999999995,1,SP,1,computers_accessories,0
54912035e047f9834df97cdfef0d2768,2018-05-13,21.04,1,SP,1,electronics,0
275950acf4956dfc3d23514eb61f1d9b,2018-02-14,80.51,1,PR,2,computers_accessories,0
2d816b6a11ddd3843f307d1333321091,2017-08-22,26.68,1,SP,1,computers_accessories,0
97fdf3115437c18e71138bdaa80ec60b,2017-07-26,81.61,1,MG,4,computers_accessories,0
a2fc0d6559cd85b95e1a02c8d97d55ec,2018-04-18,27.38,1,SP,1,computers_accessories,0
1f3fcd02b6ab99b6b499dcd412076175,2017-07-17,154.76,1,SP,1,computers_accessories,0
8e3f8be6e1ce8ec5b39dae59e0aabcff,2018-03-23,154.57999999999998,2,MG,1,computers_accessories,0
044d94a4ac73b24fe28ff5293ac35bd8,2017-06-19,65.53,1,RS,5,computers_accessories,0
6a1dff28da32815c94da401e19d2a7f8,2017-03-21,40.96,1,SP,1,electronics,0
45b0a671da62d1c868294b22b4837dca,2018-01-22,189.37,1,RJ,2,computers_accessories,1
e2366f83c01269762e71b77254a6859c,2017-05-20,217.06,1,SP,1,computers_accessories,1
741219cefb77a5c6acbbecafb6d0e6f5,2018-06-30,86.48,1,RS,1,computers_accessories,0
ee89958a185022844bd25342c31208bc,2017-07-10,210.29000000000002,1,SP,10,computers_accessories,1
d51b2f84d150215cc2dedd0b60308876,2018-02-19,136.6,1,RS,1,computers_accessories,0
56a9371475e5344f96ca0933a17215ea,2018-04-29,87.05,1,RJ,1,computers_accessories,0
a58d74cd27d1a011ef6d4876466cee70,2018-04-01,29.83,1,SC,1,electronics,0
8187896518689722d7c05bfbaeed0933,2017-11-29,44.0,1,PR,1,computers_accessories,0
d288e92a6be123f2e77f34fafd902464,2017-11-25,141.35,1,SP,1,electronics,0
4aae1a10a22651fe5b76379eb4b34d12,2018-05-13,136.32,1,GO,1,computers_accessories,0
ad1ffca90f5325d0f320f2b0f54eb114,2017-11-24,48.69,1,SC,4,computers_accessories,0
49afa8bc01b5b6aa01e875a0785cc7bf,2018-06-10,41.53,1,CE,4,computers_accessories,0
4254f084673c8b5d85ad824fae3aa522,2017-08-11,275.11,1,SP,5,computers_accessories,1
fc6b29ae668f5c526464fcd19d62efba,2017-10-13,170.17,1,GO,2,computers_accessories,0
695e141b92a0f2bc8a7bff7d621692ed,2018-05-12,34.22,1,DF,1,computers_accessories,0
2ba9fa7ab61d7528fd77a35c436e7bff,2018-02-18,26.84,1,SP,2,computers_accessories,0
23b0f3febe2a61dfb83ff0ede848d53e,2018-03-11,101.63,1,RJ,1,computers_accessories,0
0a0e7f9881dffec612b28e2682242574,2018-02-22,169.49,1,MG,1,computers_accessories,0
f7851f9eb3d5ff0bee53bae976c77c8c,2017-03-28,38.64,1,SP,1,computers_accessories,0
164f61f77f7f2a8c90a1e382606d53ba,2017-11-28,34.989999999999995,1,SC,1,computers_accessories,0
00a0116ff15ff973ea16bee881208ae7,2018-02-18,194.12,1,MS,10,computers_accessories,1
17ab3523ccdc39226b04bbdd9bbceaad,2018-02-17,30.1,1,SC,1,electronics,0
14d5fd67132f83c0c8a9e241e4a7d4dd,2018-08-04,32.43,1,SP,1,computers_accessories,0
68553e9e7b2c06807226ff348142d3ba,2017-08-20,137.17000000000002,1,MG,3,computers_accessories,0
f18eb4af9b5b05f1b47b1cb4e4abe4ba,2018-06-28,33.23,1,SP,1,computers_accessories,0
0ec76bccb5366815ac1be29b90db03c7,2018-03-02,196.01,1,RS,2,computers_accessories,1
1c57302ee71281562fa44bc88283e3d1,2017-11-30,112.92,1,ES,1,computers_accessories,0
4519d054994236d26b04aba27498afb9,2017-04-11,32.68,1,MG,1,electronics,0
7000fce52371834b260a8b6dd57eb419,2017-02-24,145.85999999999999,3,SP,1,computers_accessories,0
84cf671bc3869df812c782309ef46a8d,2018-07-18,38.14,1,PR,1,electronics,0
117ce86d1ddbcdf65da3ff7fe763ed09,2017-06-13,142.01,1,CE,4,computers_accessories,0
76754c0e642c8f99a8c3fcb8a14ac700,2017-10-26,1471.51,1,MG,15,computers,1
75679c6961aad55f81620d8542166135,2017-11-26,107.89,1,SP,1,computers_accessories,0
411b8901b201804f134429744b17b686,2017-09-18,257.99,1,SP,2,computers_accessories,1
1131444207572a61609f9be4f5308af3,2017-10-24,210.92000000000002,1,RS,2,computers_accessories,1
8b346abc34a6e64bc67fcd3b0eccdc9f,2018-07-11,376.45,1,CE,7,computers_accessories,1
d9ab691cb8d49410e7ae590b588499d4,2018-06-18,200.45,1,MG,1,computers_accessories,1
9236b5f6966275539861284a31b94efe,2018-05-19,82.39,1,SP,1,computers_accessories,0
d9b968b9f8c464fd7941981e0ee66845,2018-08-04,198.96,1,SP,3,electronics,1
9d43eaf1f72a6d200577517c4e4265e0,2017-11-27,155.73,1,MG,2,computers_accessories,0
9d5dfd77cf32bd319a504f77a137491b,2018-03-20,202.26,1,SP,1,computers_accessories,1
8b2f04328e5408c6e2f9ebd38f2af662,2017-08-24,56.0,1,SC,1,computers_accessories,0
b3b9c134c866906502560d298369a253,2017-08-15,64.11,1,RJ,1,computers_accessories,0
4ce4fb772277f3a13a61a93b7f19d62e,2018-06-13,171.01,1,SP,1,computers_accessories,0
9a3492f3f18d2b5cf77e8ce369f84d80,2018-07-25,31.11,1,MG,3,computers_accessories,0
710770cfb61b2c43a091ab2c7b89a921,2018-01-06,65.11,1,MG,6,computers_accessories,0
6a233c2059af7138039e43722cde5874,2018-03-10,33.37,1,PR,1,electronics,0
a03310d9287cd64790388948501066cf,2018-01-30,96.31,1,MG,1,computers_accessories,0
2804019a383c2bf8db7dde416cf663d2,2018-01-22,204.18,2,SP,2,computers_accessories,1
2f92b812fd7c7df5b629833c484cdf1d,2018-01-18,61.36,2,RJ,1,electronics,0
e5f3aa7d16fea584333063fee66666b5,2017-11-30,68.73,1,PR,1,computers_accessories,0
b7a418412fbab412e2a4da964aa235e4,2018-02-23,90.17,1,MG,1,computers_accessories,0
31209eb386cfc93a1aeacf7d2da74f86,2018-02-19,238.81,1,RJ,3,computers_accessories,1
a4907d55de6b9e1bbeffd51d8ea317bf,2018-06-16,79.31,1,RN,3,electronics,0
13dabdb9dbb49bde13dd90285c2640eb,2018-02-12,95.31,1,SC,1,computers_accessories,0
2e8de999929cf628d91b5a78fb7c71de,2018-04-16,101.16000000000001,1,RJ,2,computers_accessories,0
e61b3892b434215d5575d1f4c1b94da4,2018-07-23,40.58,1,SP,1,computers_accessories,0
b16a6ea9c85cf3f6644f1529e04982da,2018-02-20,130.96,1,PR,1,computers_accessories,0
e0392865844b1934818565a516cf8bdb,2018-07-18,203.3,1,SP,3,computers_accessories,1
dca86af3a25e55e88e77e0197f4b6c2b,2017-07-18,434.26,2,SP,1,electronics,1
98f7181cfa8722f0a06d9c025d5f71fe,2018-02-12,45.0,1,SP,4,computers_accessories,0
26a232627994b0bdd4a4975bedde0e63,2018-07-16,52.34,1,SP,1,computers_accessories,0
0e91a45e000263f1a4d58c5ecb5a52d7,2018-01-09,36.0,1,PR,1,electronics,0
1e648b21368a3ed91634edf2b262d33c,2018-01-11,82.12,1,MG,1,computers_accessories,0
ade5be9864c75127b5d9dbec4850da34,2018-03-29,63.230000000000004,1,MG,1,computers_accessories,0
4c3499a7df623b40778ee01a90811a2f,2017-06-12,168.14000000000001,1,SP,1,computers_accessories,0
ce8502b200546c12a54e51a65f313f34,2017-03-23,45.55,1,RS,4,electronics,0
3a353ddf8b0cac74d4b4376f526283cd,2018-05-16,71.15,1,SP,1,electronics,0
fa44b98d202360f1246681a3e0405db4,2018-02-05,408.15,1,MG,1,electronics,1
746894acbab13a8cb17e369fdee65152,2018-05-05,79.00999999999999,1,BA,3,computers_accessories,0
2582e280d624a46c545db9c09f6cd424,2017-10-24,387.78,2,MA,1,computers_accessories,1
0b24d5a62da084e9c66959aff6328dbc,2017-12-03,80.10000000000001,1,ES,1,computers_accessories,0
83832d7a696d54e9e32347d7cc7df962,2017-10-12,173.84,1,MG,1,computers_accessories,0
1fe0c983b306f5e920e23d8a461c8451,2017-11-18,47.69,1,PR,1,computers_accessories,0
3f4f4efff28e8872522bbba90393b7df,2017-11-11,61.1,1,RJ,1,computers_accessories,0
07ad2a87dfce684f0b6a23886db925c9,2017-04-27,73.03999999999999,2,SC,1,computers_accessories,0
d44cb52677c0960afb3e43a96d79a25b,2017-10-29,39.839999999999996,1,SP,3,electronics,0
1f7ff21f05c5258ab082ee51e8b2872e,2018-01-17,151.9,1,CE,1,electronics,0
544b98cbee1fc6152e5ede26e1ef2986,2018-01-07,68.12,1,RJ,1,computers_accessories,0
1ee14212cb207ed5474b41f501133c11,2018-08-22,180.75,1,DF,1,electronics,0
e48247404129e18919a1425efabcf422,2018-01-16,200.28,2,SP,1,computers_accessories,1
c9b0a65b5794db7ced550ecc9ba178ca,2018-02-07,177.49,1,MG,2,computers_accessories,0
9bcfea969358b43046969a17bfa436b9,2018-02-22,285.54,1,AL,2,computers_accessories,1
cb6e441ff2ef574ce08d3709426f88ec,2018-08-08,34.81,1,SP,1,electronics,0
d3e0a0298be4e950a2271ef880d8e1ff,2017-02-17,92.55000000000001,1,SP,1,computers_accessories,0
8d1d09cecb392f024da77ada654625c5,2017-10-23,76.94,1,SP,1,computers_accessories,0
b8bf848cf366061f0e9555337da2a9d6,2017-08-22,55.0,1,SP,1,computers_accessories,0
844f01e04cbbf8ba9a2ada9f036eb8d2,2018-02-06,42.69,1,RJ,1,electronics,0
a88803b061dbc43656aa2d377b834e4a,2018-04-10,40.42,1,MG,1,electronics,0
63e0b9d618055898fd3f289f91fe7009,2018-02-25,46.0,1,SP,1,computers_accessories,0
c14d11b92dcd430bb0e414bff63825b0,2018-04-03,139.16,1,SP,10,computers_accessories,0
30c55005c29694f8bb42f9d42c659aa5,2017-11-17,31.33,1,CE,1,electronics,0
c63664068aa3636080c2cd77c53971ab,2017-12-04,70.74,1,MG,1,computers_accessories,0
2ad5a06596850e972a2074a311a1a30f,2017-04-18,38.42,1,SP,2,computers_accessories,0
9044b4ff307597019884db48921c1e7e,2018-03-08,134.89000000000001,1,RJ,1,computers_accessories,0
be5b278e38c06fb98c18c6ed0554b754,2018-08-02,29.770000000000003,1,SP,1,electronics,0
4c5ad8021308604b11f7badf742189dc,2017-10-26,26.13,1,PA,1,computers_accessories,0
56dc7f1b8195b7fbdd6479f055a203bb,2018-03-16,38.22,1,DF,3,computers_accessories,0
61977a093913e4c6a6756adb4d3110d9,2018-03-21,35.230000000000004,1,RJ,1,electronics,0
fc31a63e2f4e1c8cab6b97ec8eee6f84,2017-07-31,89.17,1,RJ,1,computers_accessories,0
ea88c2a0257950a370dc5a14925d3871,2018-02-26,34.0,1,RS,1,electronics,0
65bbd0719855fe808bb19f62dfa9f42c,2017-08-19,354.64,2,SP,1,computers_accessories,1
aa3b1b308bb7511e14d9d74172de52fa,2017-08-02,76.78,1,SP,1,computers_accessories,0
4c7ee4e8074ee13226ddac13d14b0989,2017-02-27,89.56,4,RJ,5,electronics,0
5062a18a32fe0f9975f7a1630a0a67dd,2018-03-24,65.85,1,RN,1,electronics,0
526e735eb29aafd817d59ca159eb7aab,2018-01-23,31.28,1,CE,1,electronics,0
c9ae6fa5a920d90f86fd464ac7f5cde9,2018-02-22,896.28,1,SP,1,computers_accessories,1
f8e373563d5e03306b7080b3c467f0ac,2018-03-23,21.939999999999998,1,SP,1,electronics,0
bc439ca267cd182244951ffe206f4feb,2018-07-24,62.38,1,RJ,1,computers_accessories,0
0c33ff1cd479e404710b74a6077f6248,2017-11-26,27.77,1,SP,1,computers_accessories,0
332ca38a4294471ec2b7ebbff5275d23,2017-03-27,40.7,1,SP,4,computers_accessories,0
e3d98850cbbdab2420e8a49cf21bf194,2017-12-19,24.1,1,RJ,1,electronics,0
b38b3526b8b8fdc807e8a0a42ab78573,2018-08-17,30.060000000000002,1,MG,2,computers_accessories,0
e63244efc2759393ecb3f8a417efb78d,2018-01-11,32.379999999999995,1,SP,1,electronics,0
18e83381f06c519894068bc3434fb638,2017-07-04,118.41000000000001,1,SP,2,computers_accessories,0
696e3f4fca4491245f7b9425055cda4d,2017-11-25,42.0,1,SP,1,computers_accessories,0
ff6b6db3d3c1548c9b511a5320ee27d2,2018-03-16,85.62,1,SP,2,computers_accessories,0
9126e0aefae0b65e52c837440e8010a5,2017-04-09,63.1,1,RJ,1,electronics,0
6bbf71e04f4d0e748315be02506a1b63,2018-02-05,31.38,1,PR,1,electronics,0
02acaa2a6f24e9c4e0bec7141b65f29b,2017-09-07,44.0,1,DF,4,computers_accessories,0
5b6ef6be2fa71ebc92c95847830eb35f,2017-06-17,54.0,1,RJ,1,computers_accessories,0
2a206d4997fedfb60455f2a06ae3028a,2018-06-28,73.92,2,MS,1,electronics,0
5fa86014b9702f8c488d3ca356d24dd9,2018-02-19,143.65,1,SP,2,computers_accessories,0
d9e350703a718681ef3cc6f0d92c0c10,2018-01-02,123.0,1,SP,1,computers_accessories,0
bf0f1a792476855668552e27ec7d263f,2018-01-02,26.35,1,PR,1,electronics,0
7c1d20d6fe132456d237f95b26cd53a8,2018-01-21,93.57,1,SP,2,computers_accessories,0
db80ebec0cd5d08e1d9e9c10f691f491,2017-07-21,54.0,1,SP,5,computers_accessories,0
0f227f29d1cef44dd442c2fe75d7896c,2018-01-12,27.799999999999997,1,ES,1,electronics,0
832e0a03685bfc20477ea18436e023a2,2017-05-26,112.43,1,SP,4,computers_accessories,0
dc81a7a14a9502b15d6e1791eaa4ade6,2017-02-13,32.96,1,SP,1,computers_accessories,0
b28f406dacca37ff27d85f7982344d2f,2017-12-01,122.80000000000001,1,SP,1,computers_accessories,0
2edc2a8fcbfceea30b10f1a27c5e4b10,2017-03-21,39.45,1,SP,1,computers_accessories,0
d26d1c1cd0e2f03cb9540e440ae7a36d,2018-05-31,30.83,1,PR,1,electronics,0
7e41633529000f80967da24083bb6c1c,2018-07-26,93.19,1,SP,1,computers_accessories,0
a472cc850b21b27f04a2b80546d3910e,2017-12-06,38.379999999999995,1,SP,1,electronics,0
8bbc0e9b5ac010d6a9b8d76570cd20c4,2018-02-11,90.17,1,SC,1,computers_accessories,0
650fcf3e2908208ae23c6c93706c50d3,2017-05-07,990.45,1,DF,10,computers_accessories,1
607911c4ac62f9038b4ec434673e486e,2018-08-06,1916.08,2,DF,4,computers,1
db93355c53b6e6a6119012d4880abd94,2017-08-25,83.23,1,SP,3,computers_accessories,0
49267f83c9f436f1147915577fdeb110,2017-10-26,64.1,1,MG,1,computers_accessories,0
fd3a02bb749359b9e6a4126cd8a50822,2018-07-01,30.200000000000003,1,MG,1,electronics,0
557eb42ce0b29c86666b04ec9496ea59,2017-10-23,34.0,1,RS,2,electronics,0
3e1c06f2560af40104080f8790989a33,2018-05-09,27.48,1,RJ,1,electronics,0
e74f16cd18d4e5b3dfbcc81e880430d9,2017-11-24,176.71,1,SP,1,computers_accessories,0
097b96a18f0058373d0f5e3041a27f0a,2017-08-17,74.63,1,PE,1,computers_accessories,0
c00d54903f6f9af108ff7b371a2999e6,2018-05-07,144.31,1,RS,1,computers_accessories,0
3082c654714ec45c9d03de5aa2dacc2a,2017-11-26,37.269999999999996,1,SP,1,computers_accessories,0
0d4628fecf8a76472ac1da3ebef92072,2017-12-23,316.19,1,AC,2,electronics,1
709d84dbb63f2afaaf2a48f69b56caa2,2017-08-04,40.01,1,MG,1,computers_accessories,0
1e9ea7d5f669d780b187f487a03c3f7b,2017-11-12,46.71,1,SP,1,computers_accessories,0
e5c7db6481f467875bd4d52357a8f8a1,2018-02-26,91.86000000000001,1,MG,3,computers_accessories,0
246d4a086a57d88a0e438c83cb44b94e,2018-05-14,50.75,1,PA,1,computers_accessories,0
a1031a3fcd990edb954ba03274a2c39d,2017-02-07,568.61,1,SP,4,computers_accessories,1
87aad20d78d6e8072e6c80fe93a0931e,2018-03-26,112.71000000000001,1,SP,3,computers_accessories,0
b77604241a9c04a66cf5b52681f78683,2018-05-10,47.61,1,SP,1,computers_accessories,0
e1d6acaba6d1e84b8514575b9ef6fd71,2018-04-18,136.6,1,SP,1,computers_accessories,0
81d8e5d965001789e9f871f474afaad5,2018-03-15,279.24,1,SP,3,computers_accessories,1
0af28d87520565eb3b57c9b2abe1a2cc,2017-10-05,3126.5,1,PR,4,computers,1
dbe267dee5dcb469508162440874551f,2018-01-12,55.69,1,ES,1,computers_accessories,0
4a34aa679137ec3d1b3ad0c4c8b7a7e5,2018-03-16,194.89,1,MS,2,computers_accessories,1
5370a96022220f889db213211b32740d,2018-08-23,195.61,1,PB,1,computers_accessories,1
183a7d0aaaf6b16afaa897a44424494b,2018-02-15,173.53,1,RJ,1,computers_accessories,0
00bd2cb7e9076e1ccc9f766fc01a4cfd,2018-04-18,112.62,1,SP,2,computers_accessories,0
ddf574153803a9012e68e479fa941b0f,2018-04-04,33.230000000000004,1,GO,1,electronics,0
520ddcbcf0082ed43b0a73ce1127f073,2018-01-27,33.75,1,SP,1,electronics,0
99c9fec8ab028336e605f216e55337e6,2017-12-01,65.0,1,PR,1,computers_accessories,0
66e7b21711a5ac0d6b6a5f60e4c79a75,2017-11-28,98.56,1,RJ,1,computers_accessories,0
7be005575f2d7598f774514a9e575f27,2018-07-30,29.86,1,SP,2,computers_accessories,0
87a330a52c9e677f1252f2f17e54cf65,2017-09-13,56.69,1,SC,1,computers_accessories,0
8a6687e2edd62edc2b9c1de51234bd98,2018-07-02,196.92000000000002,1,RJ,2,computers_accessories,1
18c95a0e4c4a3d218d5eda56e235436e,2018-03-20,48.28,1,SP,4,computers_accessories,0
ef340fd20274f4bc0181f8d9b8ae9748,2017-05-10,55.0,1,RJ,1,computers_accessories,0
011e6e76dd0cd56d26b5b0cb036e80a8,2018-04-08,23.28,1,SP,1,computers_accessories,0
e5b692a00119342b4412cf70919378bd,2018-03-05,91.02,2,RS,1,computers_accessories,0
56fdda0cb0aee560cd00b1a571dcb10f,2018-07-13,183.2,2,SC,2,computers_accessories,0
70af5c624ad6c3daf236b9acb1ada8d0,2017-08-11,73.15,1,ES,1,computers_accessories,0
846de1a3e7ca6bf29333e1db02040ab6,2018-01-30,290.68,2,GO,1,computers_accessories,1
a5a6a37b03ab138756330778a96a5e3c,2018-06-21,147.70000000000002,1,RJ,2,computers_accessories,0
91ecb8522096ff10be2144645c994c6f,2018-02-24,86.15,1,RS,4,computers_accessories,0
d781433971d92b00f67ae15b2265fabe,2017-10-31,95.31,1,SC,1,computers_accessories,0
58a2de891c9d6c4e5b5a36320350bfd2,2018-03-06,194.89,1,BA,1,computers_accessories,1
962168b15dbecc9e3b3bc31b1fb9df93,2017-10-13,137.71,1,CE,1,computers_accessories,0
2fbdb50797dfdc8089e52ac8cf70152e,2018-02-15,194.12,1,GO,1,computers_accessories,1
5a65b91aff9c0fb03e7971823e104163,2017-09-16,76.78,1,SP,1,computers_accessories,0
b9e3810153620449fc947aeb350f4d53,2018-06-04,117.57,1,SP,1,computers_accessories,0
a4d782cea9ad01e830a3603bc4e7a716,2018-03-16,197.8,1,RJ,1,computers_accessories,1
e0a98f9b707c33a4c46e02a530c3419b,2018-03-17,36.849999999999994,1,RS,1,electronics,0
921966cdddb4dbedc7f52b64ba46ec2e,2017-12-27,71.15,1,SC,1,computers_accessories,0
7d5f037cd90e278069b2d0fd0d060543,2018-04-10,37.129999999999995,1,RJ,1,electronics,0
8cae6053f4694ebc081e862e0d013a89,2018-05-15,115.58,1,RJ,1,electronics,0
18c2175899ae0ea38308dec32efffc22,2018-04-03,117.00999999999999,1,SC,4,computers_accessories,0
035d66b23a4bba74f8119f9ebe3458ee,2018-05-18,114.57,1,DF,1,computers_accessories,0
f477310b29b71da3ef394aaf61669075,2018-02-04,27.29,1,MT,1,computers_accessories,0
d9a08faa201940dd3302f06944b5c739,2017-01-17,50.06,1,SP,5,electronics,0
be4c5d2cf0254f1c2bee8cf45f690b96,2018-01-07,33.0,1,RJ,1,electronics,0
4cf05124a340f768d9d89d5b91a6af97,2018-03-02,31.38,1,SP,1,electronics,0
41db0ab7c0c615a697ca63860cd13a33,2017-11-14,130.57,1,PR,1,computers_accessories,0
317bfcd79627d89d54a917da6e066beb,2018-03-12,123.89,1,SP,1,computers_accessories,0
b4b08f39312c936c9ecb2327c63337ea,2018-01-29,46.0,1,SP,1,computers_accessories,0
8835bc08d0bba62b3f65c7903126fa49,2018-08-06,78.51,1,MG,1,electronics,0
d59a804dba63b4bae7ee24c0befec958,2017-11-24,152.48,1,SP,2,computers_accessories,0
f472c6c9045f35a40845e71c997dcc74,2018-05-19,148.14,1,MG,2,computers_accessories,0
bfbac0cb986a021b149fd1ecd301a95e,2018-08-05,107.85,1,SP,1,computers_accessories,0
47eb628894a1aa066bafb6d3de07da4b,2018-01-11,150.0,1,MG,1,electronics,0
